,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Risk Score,Loyalty Score,Exited
31,0.5039999999999999,0.3243243243243243,0.6000000000000001,0.6313912154532545,0.0,1.0,1.0,0.6593753663123102,0.0,1.0,0.7694145758661888,0,1,0,1,0,0,1,0,0,0.01803894383921148,0.62,0
32,0.7819999999999999,0.14864864864864863,0.8,0.0,0.3333333333333333,1.0,1.0,0.579868228378462,0.0,1.0,0.8255675029868578,1,0,0,0,1,0,0,1,0,0.3408537819798829,0.76,0
33,0.9999999999999999,0.0675675675675676,0.9,0.5701711400034971,0.0,0.0,1.0,0.31464218125744725,0.0,0.5,0.9163679808841098,0,0,1,1,0,0,0,1,0,0.015323311242116576,0.68,0
34,0.7739999999999999,0.3378378378378379,0.8,0.3840356058509653,0.0,0.0,0.0,0.05062885770795145,0.0,0.0,0.25089605734767023,0,1,0,0,1,1,0,0,0,0.004299561066701474,0.16000000000000003,0
35,0.44000000000000006,0.2837837837837838,1.0,0.5168428743319649,0.3333333333333333,1.0,0.0,0.4025516324314903,0.0,0.5,0.6690561529271206,1,0,0,0,1,1,0,0,0,0.3308018999101368,0.3,0
36,0.46399999999999986,0.1891891891891892,0.4,0.0,0.3333333333333333,1.0,0.0,0.2980715443869585,0.0,0.75,0.6738351254480286,1,0,0,1,0,0,0,0,1,0.32818706756472993,0.18,0
37,0.372,0.13513513513513514,0.4,0.0,0.0,1.0,1.0,0.6809441853481879,0.0,0.0,0.9247311827956989,0,0,1,1,0,0,0,1,0,0.014123165898428401,0.5800000000000001,0
38,0.6940000000000001,0.6081081081081081,0.7000000000000001,0.5913477460111395,0.0,0.0,0.0,0.5942145881340101,1.0,1.0,0.4086021505376344,1,0,0,0,1,1,0,0,0,0.007624732414437386,0.14,1
39,0.376,0.5945945945945947,0.30000000000000004,0.2991313724229627,0.0,0.0,0.0,0.08801226251643043,1.0,0.75,0.31182795698924726,1,0,0,1,0,0,1,0,0,0.006537954284579314,0.06000000000000001,1
40,0.7619999999999999,0.22972972972972977,0.2,0.5096209779835311,0.3333333333333333,1.0,0.0,0.6953830502969597,0.0,0.0,0.4755077658303465,0,1,0,0,1,0,0,1,0,0.33024869460464257,0.14,0
41,0.584,0.2027027027027027,0.4,0.3372179517189629,0.3333333333333333,0.0,1.0,0.30002601051917627,0.0,1.0,0.8566308243727597,1,0,0,1,0,0,1,0,0,0.34248474849991173,0.68,0
43,0.834,0.24324324324324326,0.30000000000000004,0.5547280172599163,0.0,0.0,0.0,0.6193201173480156,0.0,0.25,0.13620071684587814,1,0,0,0,1,1,0,0,0,0.003930206667276248,0.06000000000000001,0
44,0.5499999999999999,0.3378378378378379,0.4,0.4876533336702564,0.0,1.0,0.0,0.3558449648983066,0.0,0.75,0.9235364396654718,1,0,0,0,1,0,1,0,0,0.004637974712453797,0.08000000000000002,0
45,0.4859999999999999,0.27027027027027034,0.5,0.5685895815308918,0.3333333333333333,0.0,1.0,0.676638916609595,0.0,0.0,0.6391875746714456,0,1,0,1,0,0,1,0,0,0.34390242750605604,0.7000000000000001,0
47,0.7119999999999999,0.14864864864864863,0.5,0.4486467792560717,0.0,1.0,0.0,0.211347650575716,0.0,1.0,0.7837514934289127,1,0,0,1,0,0,0,1,0,0.002656914479239122,0.1,0
48,0.7099999999999999,0.1891891891891892,0.30000000000000004,0.0,0.3333333333333333,0.0,0.0,0.6478211224727233,0.0,0.25,0.7479091995221027,1,0,0,0,1,1,0,0,0,0.32818706756472993,0.16,0
49,0.6,0.2027027027027027,0.0,0.39085578531107995,0.0,1.0,0.0,0.26176578255416094,0.0,0.0,0.11827956989247312,1,0,0,0,1,0,1,0,0,0.0029977888478548934,0.0,0
50,0.9999999999999999,0.5,0.6000000000000001,0.0,0.0,1.0,0.0,0.004274250231400565,1.0,0.0,0.5017921146953405,1,0,0,0,1,1,0,0,0,0.004634163810421819,0.12000000000000002,1
51,0.6880000000000001,0.27027027027027034,0.5,0.7809002850519908,0.0,1.0,1.0,0.42741886946846835,0.0,0.0,0.12783751493428913,1,0,0,1,0,1,0,0,0,0.017997619065212397,0.6,0
52,0.658,0.27027027027027034,0.7000000000000001,0.4406385477067602,0.3333333333333333,1.0,0.0,0.23230165278113188,0.0,0.75,0.18757467144563916,0,1,0,0,1,0,1,0,0,0.3304206132620709,0.24,0
53,0.9979999999999999,0.6891891891891893,0.7000000000000001,0.2869535196541353,0.0,1.0,1.0,0.6952941972828087,0.0,0.25,0.18399044205495818,1,0,0,0,1,0,1,0,0,0.020488942853379887,0.64,0
54,0.4819999999999999,0.37837837837837845,0.4,0.5152262020009798,0.0,1.0,0.0,0.8175590966350071,0.0,0.0,0.15173237753882912,0,1,0,0,1,0,1,0,0,0.005125241248147235,0.08000000000000002,0
55,0.7479999999999999,0.36486486486486486,0.5,0.33435304350065004,0.0,0.0,1.0,0.17026028579952227,0.0,0.5,0.4731182795698925,0,0,1,0,1,0,0,0,1,0.01746603652332888,0.6,0
56,0.912,0.21621621621621623,0.5,0.45420254095995716,0.0,0.0,1.0,0.16027517818506412,0.0,0.5,0.8482676224611708,1,0,0,0,1,1,0,0,0,0.016401011355128822,0.6,0
57,0.47599999999999987,0.6216216216216217,0.30000000000000004,0.0,0.0,1.0,1.0,0.9486339024178776,0.0,0.75,0.14695340501792115,1,0,0,1,0,0,0,0,1,0.018889734389147983,0.56,0
58,0.348,0.1891891891891892,0.6000000000000001,0.0,0.0,1.0,1.0,0.6642554780309671,1.0,0.75,0.25089605734767023,0,0,1,1,0,0,0,1,0,0.014652784619619465,0.62,1
59,0.4819999999999999,0.2837837837837838,0.8,0.0,0.3333333333333333,0.0,0.0,0.21163712328961073,0.0,0.0,0.16606929510155316,0,0,1,0,1,0,1,0,0,0.32911390032681426,0.26,0
60,0.846,0.21621621621621623,1.0,0.50610090335881,0.0,0.0,0.0,0.18377569977126854,0.0,0.0,0.9725209080047789,0,1,0,0,1,0,0,1,0,0.0035065820224236977,0.2,0
61,0.9,0.5675675675675675,0.6000000000000001,0.3528985413958313,0.3333333333333333,1.0,1.0,0.6585331638121885,0.0,0.0,0.4946236559139785,1,0,0,0,1,0,0,0,1,0.34611088739337326,0.72,0
62,0.364,0.08108108108108109,0.8,0.5689770296776672,0.0,0.0,0.0,0.17080896316787414,0.0,0.0,0.6403823178016727,0,1,0,0,1,1,0,0,0,0.002387887523401755,0.16000000000000003,0
63,0.7099999999999999,0.2837837837837838,0.6000000000000001,0.5311364865312447,0.0,1.0,1.0,0.3901119102712633,0.0,0.75,0.21624850657108718,0,0,1,0,1,0,1,0,0,0.01731429964681382,0.62,0
64,0.916,0.6621621621621623,1.0,0.4965249037965973,0.0,0.0,1.0,0.8495285211921693,0.0,1.0,0.11469534050179209,0,0,1,1,0,0,1,0,0,0.020908589885002285,0.7000000000000001,0
65,0.38,0.35135135135135137,0.30000000000000004,0.6541023887427762,0.3333333333333333,1.0,1.0,0.06018951207237799,0.0,1.0,0.7347670250896057,0,1,0,0,1,0,0,0,1,0.3449761388867156,0.66,0
66,0.582,0.2972972972972973,0.2,0.43877053826914353,0.0,1.0,0.0,0.7988920089171204,0.0,0.75,0.29868578255675027,0,1,0,1,0,1,0,0,0,0.004081110336097576,0.04000000000000001,0
67,0.632,0.24324324324324326,0.4,0.4789410712532726,0.3333333333333333,1.0,0.0,0.1681574811611348,0.0,0.75,0.5424133811230585,1,0,0,0,1,0,1,0,0,0.33028089925829973,0.18,0
68,0.634,0.2972972972972973,0.9,0.0,0.0,1.0,1.0,0.4831889446838456,0.0,0.5,0.8554360812425329,1,0,0,0,1,0,1,0,0,0.015712022062001594,0.68,0
69,0.57,0.12162162162162166,0.30000000000000004,0.5062207926732325,0.0,1.0,0.0,0.8095824373612516,0.0,0.0,0.6248506571087216,1,0,0,0,1,0,1,0,0,0.0025801408166958996,0.06000000000000001,0
70,0.7579999999999999,0.2837837837837838,0.1,0.5241700325418979,0.0,1.0,1.0,0.9687026264220546,0.0,0.0,0.7025089605734767,0,1,0,1,0,0,0,1,0,0.01729154733268653,0.52,0
71,0.4999999999999999,0.2972972972972973,0.1,0.5625263627953486,0.0,1.0,1.0,0.3387709276739967,0.0,1.0,0.8219832735961768,1,0,0,0,1,0,0,0,1,0.017549223101551187,0.52,0
72,0.574,0.5675675675675675,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.35062900279451736,0.0,0.5,0.0800477897252091,1,0,0,0,1,0,0,1,0,0.34495832706911367,0.66,0
73,0.5159999999999999,0.2027027027027027,0.1,0.4096191804409512,0.3333333333333333,1.0,0.0,0.3532883394877554,0.0,0.75,0.16487455197132617,0,1,0,0,1,1,0,0,0,0.3296572811619039,0.12,0
74,0.19199999999999995,0.36486486486486486,1.0,0.49897426481006696,0.0,1.0,1.0,0.6412365437838485,1.0,1.0,0.5029868578255675,0,0,1,1,0,0,0,0,1,0.018003686487712174,0.7000000000000001,1
75,0.608,0.1891891891891892,0.9,0.4840835974478722,0.0,1.0,0.0,0.9504593915959957,1.0,0.25,0.15770609318996415,1,0,0,0,1,0,1,0,0,0.003169864534524321,0.18000000000000005,1
76,0.686,0.21621621621621623,1.0,0.4286842518410563,0.3333333333333333,0.0,0.0,0.7731677105144784,0.0,1.0,0.6547192353643966,0,0,1,1,0,1,0,0,0,0.3298519520243968,0.3,0
77,0.9999999999999999,0.5405405405405406,0.8,0.6243655740862755,0.0,0.0,0.0,0.12912274108346744,1.0,0.5,0.34408602150537637,1,0,0,0,1,0,0,1,0,0.007070544648885458,0.16000000000000003,1
78,0.358,0.14864864864864863,0.4,0.5410937962899598,0.0,0.0,0.0,0.5639550838007497,1.0,0.0,0.6105137395459975,0,1,0,0,1,0,1,0,0,0.002958844783365523,0.08000000000000002,1
79,0.578,0.25675675675675674,0.5,0.6028044294797144,0.0,0.0,1.0,0.24788580106320438,0.0,0.5,0.7323775388291517,0,1,0,1,0,0,1,0,0,0.01728355650603599,0.6,0
80,0.594,0.3378378378378379,0.30000000000000004,0.4891130498442615,0.3333333333333333,1.0,1.0,0.43481103000105015,0.0,0.25,0.1911589008363202,0,1,0,1,0,0,0,1,0,0.3443048819765726,0.66,0
81,0.364,0.25675675675675674,0.5,0.0,0.3333333333333333,0.0,1.0,0.03337876544040002,0.0,1.0,0.43488649940262836,0,0,1,1,0,1,0,0,0,0.34191301942226504,0.7000000000000001,0
82,0.9999999999999999,0.2972972972972973,0.6000000000000001,0.0,0.0,1.0,0.0,0.684883685851163,1.0,0.0,0.12544802867383514,1,0,0,0,1,1,0,0,0,0.002648093605955325,0.12000000000000002,1
83,0.8039999999999999,0.22972972972972977,0.2,0.0,0.0,1.0,0.0,0.2213594241003895,1.0,0.75,0.17443249701314217,0,0,1,1,0,0,0,1,0,0.0019860702044664936,0.04000000000000001,1
84,0.59,0.24324324324324326,0.4,0.23871783958179996,0.3333333333333333,1.0,0.0,0.2196789214284703,0.0,1.0,0.3070489844683393,0,0,1,0,1,1,0,0,0,0.32949633448029064,0.18,0
85,0.6900000000000001,0.13513513513513514,0.0,0.3827086128874078,0.0,1.0,1.0,0.2896849405197611,0.0,0.25,0.8387096774193549,0,0,1,0,1,0,0,0,1,0.015373085382996853,0.5,0
86,0.618,0.2837837837837838,0.8,0.423517094131725,0.3333333333333333,1.0,1.0,0.990657325693375,0.0,0.5,0.15890083632019114,0,1,0,0,1,0,0,1,0,0.34356102803727295,0.76,0
87,0.5359999999999999,0.14864864864864863,1.0,0.3998240879394499,0.3333333333333333,1.0,1.0,0.1622796741675921,0.0,0.0,0.7753882915173237,0,1,0,1,0,0,0,0,1,0.3421596002998441,0.8,0
88,0.396,0.27027027027027034,0.0,0.7096767456460112,0.3333333333333333,1.0,0.0,0.19183775999950373,0.0,1.0,0.3154121863799283,0,0,1,0,1,0,0,0,1,0.33129928720452634,0.1,0
89,0.35,0.10810810810810811,0.7000000000000001,0.6123776789213502,0.0,1.0,1.0,0.31572742877037585,0.0,0.0,0.985663082437276,1,0,0,0,1,0,0,0,1,0.015858371084209916,0.64,0
90,0.7159999999999999,0.1891891891891892,0.30000000000000004,0.6045938412683812,0.3333333333333333,1.0,1.0,0.8641177758709734,0.0,1.0,0.3584229390681003,0,1,0,0,1,0,0,0,1,0.3432255886926003,0.66,0
91,0.568,0.40540540540540543,0.2,0.42745518708412655,0.0,1.0,1.0,0.518419214824525,1.0,1.0,0.6105137395459975,0,1,0,0,1,0,1,0,0,0.01816732049994195,0.54,1
92,0.5379999999999999,0.4594594594594595,0.8,0.49461966808914337,0.0,0.0,0.0,0.11914333687194466,0.0,0.0,0.5471923536439666,0,1,0,1,0,0,0,0,1,0.005852368758746001,0.16000000000000003,0
94,0.44200000000000006,0.2972972972972973,0.5,0.0,0.3333333333333333,0.0,0.0,0.36401328852860054,0.0,0.25,0.4707287933094384,1,0,0,0,1,0,0,0,1,0.3292463050071121,0.2,0
95,0.632,0.25675675675675674,0.2,0.6316060835696279,0.0,0.0,1.0,0.46615783307110187,0.0,0.5,0.5579450418160096,0,1,0,1,0,1,0,0,0,0.017377622193147594,0.54,0
96,0.44600000000000006,0.5135135135135136,0.30000000000000004,0.616464517525821,0.0,0.0,1.0,0.5772053895957022,1.0,1.0,0.3476702508960573,0,0,1,0,1,0,0,0,1,0.019843859034927955,0.56,1
98,0.582,0.22972972972972977,0.5,0.0,0.3333333333333333,1.0,0.0,0.46557208358367014,0.0,0.75,0.6977299880525687,1,0,0,0,1,0,1,0,0,0.32858428160562325,0.2,0
99,0.7899999999999999,0.09459459459459457,0.5,0.6297104533557829,0.3333333333333333,1.0,0.0,0.7301925693965304,0.0,0.0,0.27718040621266427,1,0,0,0,1,0,0,0,1,0.32931685788031173,0.2,0
100,0.5619999999999999,0.25675675675675674,0.8,0.5511904853480551,0.3333333333333333,0.0,0.0,0.7621189182525754,1.0,0.5,0.5782556750298685,0,1,0,0,1,1,0,0,0,0.3306492692327789,0.26,1
101,0.7459999999999999,0.2972972972972973,0.7000000000000001,0.5693823735366021,0.3333333333333333,0.0,0.0,0.18976157124148121,0.0,1.0,0.42891278375149344,1,0,0,1,0,0,0,1,0,0.33110589765511605,0.24,0
102,0.33999999999999997,0.37837837837837845,1.0,0.33964630818831665,0.0,1.0,0.0,0.5867473327961128,1.0,0.0,0.6045400238948626,1,0,0,1,0,0,1,0,0,0.004551800455375026,0.2,1
103,0.5279999999999999,0.27027027027027034,0.2,0.46333106800454327,0.0,1.0,0.0,0.5255678300457968,0.0,0.5,0.7156511350059737,1,0,0,0,1,1,0,0,0,0.003896515226328508,0.04000000000000001,0
104,0.594,0.35135135135135137,0.4,0.37449607527901074,0.0,1.0,0.0,0.1825562221699577,1.0,0.25,0.3034647550776583,0,1,0,0,1,0,0,0,1,0.0044008098107751695,0.08000000000000002,1
105,0.7679999999999999,0.3378378378378379,0.30000000000000004,0.22261361176563763,0.3333333333333333,0.0,1.0,0.47389164745145196,1.0,0.0,0.11947431302270012,0,0,1,1,0,0,0,1,0,0.34343449957841377,0.66,1
106,0.4959999999999999,0.5540540540540542,0.8,0.47114914266585295,0.3333333333333333,0.0,0.0,0.30068975654324154,1.0,0.75,0.5483870967741935,0,1,0,0,1,1,0,0,0,0.3333007586057482,0.26,1
107,0.6,0.0675675675675676,0.4,0.3743005775771351,0.3333333333333333,1.0,0.0,0.3450327637985204,0.0,1.0,0.7299880525686977,0,1,0,0,1,0,0,1,0,0.32821788443368116,0.18,0
108,0.42400000000000004,0.2027027027027027,0.8,0.369310105150661,0.3333333333333333,1.0,0.0,0.006324673616513293,0.0,0.25,0.2520908004778972,0,1,0,0,1,0,1,0,0,0.3295256324429735,0.26,0
109,0.396,0.2027027027027027,0.6000000000000001,0.0,0.0,1.0,1.0,0.15828584124718012,0.0,0.75,0.8267622461170848,0,0,1,0,1,0,1,0,0,0.014785189299917232,0.62,0
110,0.612,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,1.0,0.0,0.7053198791058685,0.0,0.75,0.5675029868578255,1,0,0,1,0,1,0,0,0,0.32911390032681426,0.22000000000000003,0
111,0.8079999999999999,0.5,0.30000000000000004,0.6441213243193682,0.0,1.0,0.0,0.03997775272616407,1.0,0.75,0.7729988052568697,0,1,0,1,0,0,1,0,0,0.0067378525349023185,0.06000000000000001,1
112,0.7259999999999999,0.3243243243243243,0.0,0.43492443485719645,0.0,0.0,1.0,0.8394179387131331,0.0,1.0,0.8470728793309438,0,0,1,0,1,0,1,0,0,0.017397286847787317,0.5,0
113,0.9999999999999999,0.24324324324324326,0.6000000000000001,0.5725199422602222,0.0,1.0,0.0,0.11012660704009047,1.0,0.5,0.6750298685782556,0,1,0,1,0,0,0,1,0,0.003988314776101082,0.12000000000000002,1
114,0.7259999999999999,0.27027027027027034,0.6000000000000001,0.4662481886569962,0.3333333333333333,0.0,1.0,0.37996825806117224,0.0,0.5,0.4062126642771804,0,0,1,0,1,0,1,0,0,0.3435681823474069,0.72,0
115,0.7199999999999999,0.05405405405405406,0.8,0.0,0.6666666666666667,1.0,0.0,0.5363342038026988,0.0,0.75,0.48028673835125446,0,0,1,0,1,1,0,0,0,0.653461232162909,0.3600000000000001,0
116,0.888,0.5945945945945947,0.9,0.49295441029463405,0.6666666666666667,1.0,0.0,0.8680006926132476,1.0,1.0,0.1003584229390681,1,0,0,1,0,0,0,0,1,0.660367399661865,0.38,1
117,0.7000000000000001,0.48648648648648657,0.1,0.3165256060737649,0.0,0.0,1.0,0.698644196059579,0.0,1.0,0.4575866188769414,0,0,1,0,1,0,0,1,0,0.01859945455423391,0.52,0
118,0.652,0.2027027027027027,0.6000000000000001,0.683507714227717,0.0,0.0,0.0,0.3952836960172287,0.0,0.5,0.1015531660692951,1,0,0,0,1,0,1,0,0,0.003953584813327614,0.12000000000000002,0
119,0.622,0.1891891891891892,0.1,0.5818307743992791,0.0,0.0,1.0,0.2828998421908432,0.0,0.5,0.8602150537634409,0,1,0,1,0,1,0,0,0,0.01655303352218901,0.52,0
120,0.5159999999999999,0.2972972972972973,0.8,0.48517475760776024,0.0,0.0,0.0,0.30555420891875135,0.0,0.75,0.7634408602150538,0,1,0,1,0,1,0,0,0,0.004232665686472168,0.16000000000000003,0
121,0.832,0.13513513513513514,0.30000000000000004,0.24997336568006556,0.3333333333333333,1.0,1.0,0.06550088110070874,0.0,0.0,0.7706093189964157,0,1,0,1,0,0,1,0,0,0.3415377858408755,0.66,0
122,0.676,0.14864864864864863,0.9,0.5761442823259436,0.3333333333333333,1.0,0.0,0.7172523486138004,0.0,0.75,0.12783751493428913,0,1,0,0,1,0,0,0,1,0.3296715304450032,0.28,0
123,0.828,0.2027027027027027,0.9,0.6734398416504487,0.0,0.0,1.0,0.5948170976212956,0.0,0.25,0.8984468339307049,0,0,1,1,0,0,1,0,0,0.01698463177761038,0.68,0
124,0.9,0.2972972972972973,0.30000000000000004,0.30248580210395387,0.3333333333333333,1.0,0.0,0.6627562335067217,0.0,1.0,0.41816009557945044,1,0,0,1,0,0,0,1,0,0.33023421822652604,0.16,0
125,0.22999999999999998,0.2027027027027027,0.8,0.0,0.3333333333333333,1.0,0.0,0.8884224772710637,0.0,0.75,0.41099163679808837,1,0,0,0,1,1,0,0,0,0.3283194722450277,0.26,0
126,0.57,0.21621621621621623,0.5,0.3933209296252515,0.3333333333333333,1.0,0.0,0.07826229519843014,0.0,0.5,0.47192353643966545,0,0,1,1,0,0,0,0,1,0.329736456046548,0.2,0
127,0.818,0.2027027027027027,0.2,0.0,0.3333333333333333,1.0,0.0,0.28263768577521775,0.0,0.0,0.31660692951015534,1,0,0,1,0,0,0,0,1,0.3283194722450277,0.14,0
128,0.9999999999999999,0.3378378378378379,0.8,0.367658558102216,0.3333333333333333,1.0,0.0,0.2744620577867785,0.0,0.25,0.16845878136200715,0,1,0,1,0,0,0,1,0,0.3308442853228305,0.26,0
129,0.7559999999999999,0.3378378378378379,0.5,0.0,0.0,1.0,1.0,0.6003486980506919,0.0,1.0,0.9091995221027479,0,0,1,1,0,0,1,0,0,0.016109236102894893,0.6,0
130,0.634,0.08108108108108109,0.4,0.0,0.3333333333333333,0.0,1.0,0.17132962382005226,0.0,1.0,0.47431302270011944,1,0,0,1,0,1,0,0,0,0.34019175857839407,0.68,0
131,0.628,0.1891891891891892,0.5,0.5329085606032314,0.0,0.0,0.0,0.6722299359913091,0.0,0.0,0.9725209080047789,0,0,1,0,1,0,0,0,1,0.0033293259909069985,0.1,0
132,0.602,0.22972972972972977,0.7000000000000001,0.29742554038573993,0.6666666666666667,1.0,0.0,0.6471922472543242,1.0,0.25,0.42054958183990443,1,0,0,0,1,0,0,0,1,0.6561538795019299,0.34,1
